profile,rank,symbol,score,close,passed,component_momentum,component_trend,component_volume_surge,filter_reasons,component_proximity
momentum_screen,1,V,0.5,370.93,True,0.5,0.5,0.5,"liquidity: passed LiquidityFilter: avg dollar volume 2,121,919,338 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 370.93 within [5.00, +inf]; trend: passed TrendFilter: close 370.93 is above 50-day MA 366.23 (required above), 50-day MA rising (360.37 -> 366.23, required rising); momentum: passed MomentumFilter: 63-day return +11.35% (above threshold +3.00%); volume_surge: passed VolumeSurgeFilter: volume 7,196,526 is 1.28x its 20-day avg 5,637,530 (required >= 1.00x)",
pullback_screen,1,MSFT,0.9327,490.3,True,1.0,1.0,,"liquidity: passed LiquidityFilter: avg dollar volume 10,027,777,822 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 490.30 within [5.00, +inf]; trend: passed TrendFilter: close 490.30 is above 200-day MA 431.54 (required above); momentum: passed MomentumFilter: 10-day return -2.14% (below threshold +0.00%); proximity: passed ProximityFilter: close 490.30 is 1.19% below SMA20 496.21 (band 3.00%, side any)",0.8317
pullback_screen,2,V,0.5115,370.93,True,0.0,0.4461,,"liquidity: passed LiquidityFilter: avg dollar volume 2,121,919,338 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 370.93 within [5.00, +inf]; trend: passed TrendFilter: close 370.93 is above 200-day MA 335.57 (required above); momentum: passed MomentumFilter: 10-day return -0.47% (below threshold +0.00%); proximity: passed ProximityFilter: close 370.93 is 1.00% below SMA20 374.69 (band 3.00%, side any)",1.0
pullback_screen,3,JPM,0.4478,348.92,True,0.7365,0.1674,,"liquidity: passed LiquidityFilter: avg dollar volume 2,249,983,162 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 348.92 within [5.00, +inf]; trend: passed TrendFilter: close 348.92 is above 200-day MA 320.15 (required above); momentum: passed MomentumFilter: 10-day return -1.70% (below threshold +0.00%); proximity: passed ProximityFilter: close 348.92 is 1.70% below SMA20 354.96 (band 3.00%, side any)",0.3705
pullback_screen,4,NVDA,0.243,213.9,True,0.6942,0.0,,"liquidity: passed LiquidityFilter: avg dollar volume 28,465,392,164 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 213.90 within [5.00, +inf]; trend: passed TrendFilter: close 213.90 is above 200-day MA 197.95 (required above); momentum: passed MomentumFilter: 10-day return -1.63% (below threshold +0.00%); proximity: passed ProximityFilter: close 213.90 is 2.11% below SMA20 218.52 (band 3.00%, side any)",0.0
breakout_watch,1,AAPL,0.6,332.41,True,,,0.0,"liquidity: passed LiquidityFilter: avg dollar volume 13,427,427,330 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 332.41 within [5.00, +inf]; proximity: passed ProximityFilter: close 332.41 is 1.13% below 20-day high 336.22 (band 3.00%, side any); volatility: passed VolatilityFilter: 14-day ATR 2.31% of price within configured band; volume_surge: passed VolumeSurgeFilter: volume 35,632,259 is 0.83x its 20-day avg 42,764,250 (required <= 0.90x)",1.0
breakout_watch,2,GOOGL,0.4,342.87,True,,,1.0,"liquidity: passed LiquidityFilter: avg dollar volume 8,172,555,443 over 20d >= min 10,000,000; price_range: passed PriceRangeFilter: close 342.87 within [5.00, +inf]; proximity: passed ProximityFilter: close 342.87 is 2.48% below 20-day high 351.60 (band 3.00%, side any); volatility: passed VolatilityFilter: 14-day ATR 2.25% of price within configured band; volume_surge: passed VolumeSurgeFilter: volume 18,353,590 is 0.76x its 20-day avg 24,002,585 (required <= 0.90x)",0.0
